So I am a big fan of the SM57 Microphone as a vocal mic due to its ease of recording and good sound qualityI have a bunch of the Large Style Condenser Microphones Rode NT1A AT2020 SP C1 and they are clear but so sensitive that its difficult to get a solid performance and mix without them either clipping or picking up everything in the room So if youre like me andlike to let go a bit when you sing you should try a Dynamic Mic for the wide range and forgiveness they can giveyou when you belt a littleI did an A B test against the SM7B I just bought and the SM57 I love for vocals with the exact same processing chain cable settings etc and just switched the mics out I sung the same passage as well and I have to say the SM57 sounds muddy in comparison to the SM7B If I didnt have this new microphone I would still like the SM57 but the Genni is out of the bottle now so not going back The SM7B is clear and sounds sweet in comparison and still handles the vocal sound dynamics very wellDYNAMIC SINGERS Rock Jazz GOSPEL OPERA If you have the budget get this SM7B and if you dont buy the SM57 until you do have the budgetQUIET SINGERS ACOUSTIC FOLK If you sing softly all of the time you really dont need one of these dynamic mics and would be better off with the standard Large Condenser mics as listed above Of those type I like the Studio Projects C1 Best I think but they are close Shure it gets Five Stars upgrade your SM57 vocal Mic,positive
Im not going to do any explaining about the science behind how this pedal works Im just going to focus this review on how the pedal affects your tone This definitely isnt a boost and its also not an eq the BBE sonic stomp is a uniquely functioning pedal To the ear it serves to add clarity depth and body to your tone Essentially this pedal allows you to get the most out of the tones your amp is already producingThe lo contour knob doesnt increase the amount of bass produced by the amp Rather it tightens up and generally increases the depth of the bass and low mid tone To the ear this may sound at first like the bass has been increased but it hasnt Youre just hearing all the bass tone that was there in the first place that was jumbled up as the signal went from your guitar to the ampThe process knob really just focuses on the treble and high mid frequencies These frequencies can often be very unpleasant and grating to hear and the sonic stomp sort of evens and smooths out those tones so they are clearer and less harshThats not to say that you cant dial in some very aggressive and cutting highs if you play lead metal or something indeed itll make those searing lead tones even betterNow I gave this product 4 stars not because Ive had any issues with it or havent been in any way unsatisfied with it but rather because its really a fairly subtle effect At first I almost couldnt tell a difference between having it on and off With time Ive been able to better recognize and appreciate the impact that it has on my tone but it doesnt make a night and day differenceI recommend this pedal to someone who already has a tone that youre happy with and just want to make it even better This pedal wont make a cheap 15 watt solid state combo sound like a tube halfstack It wont make you love your tone when you were completely unsatisfied with it beforeIn conclusion though I definitely wouldnt put this pedal into the must have category it definitely improves the quality of my tone This is a pedal that I leave on all the time as it improves both clean and distorted tones Id call it more of a tone maximizer,positive
DArrario does sell some fine strings While these are not my very very favorites strictly because I prefer a slightly lighter gauging on light strings they still do just finemuch better than some other brands Ive tried I would not hesitate to buy them again Goodsounding and playing allaround strings Very Good AllAround Strings,positive
The Martin MSP4200 SP Phosphor Bronze Acoustic Guitar Strings Medium are very good strings that are just below strings like Elixers except they are much much less expensive Martin MSP4200 SP Phosphor Bronze Acoustic Guitar Strings Medium,positive
It works fine for the regular guitars but the bass guitar has these very wide tuning pegs This winder has a slot that will sorta fit across this tuning peg but it doesnt feel like it has enough of a grip to make turning it easierI havent had a chance to actually use it while changing strings yet but so far it looks like itll work as advertised in every other aspect It doesnt fit my Bass Guitar as well as I had hoped,positive
I bought five of these when they were being blown out for like 3 apiece but even at the normal price they are a bargain They are comfortable when used for an extended period of time even with a heavy Les Paul If you play an SG these will help counter the dreaded neck dive that you get when using a nylon strap with those guitars Incidentally Amazon is selling these straps at about 13 the price you would pay at GC Highly recommended Great value for a decent strap,positive
It really has everything that one could ask for in a guitar capo its a quality wellmade tool that isnt going to fall apart any time soon it has a strong spring so it grips the neck and strings quite solidly and its easy to open up and clamp on the neckCant really say anything more than that this really is a wellmade capo that works just exactly and precisely as a capo is supposed to workI love it Works perfectly solidly made and strong grip,positive
I purchased one of these about 6 months ago for my partner who is a musician because we had no recording equipment in the house We didnt really expect much except a quick way to record ideasIts simple easy to use and has outstanding quality of sound Weve used it to record acoustic guitar and vocals with surprisingly good fidelity Weve recorded whole ensemble practice sessions with the mic which its really not designed for and still had reasonable results Our friends who are musicians and even an audio engineer are quite surprised and impressed with the quality of sound we getIve even ordered a second mic for my computer to use with skypeTo sum it up this mic is cheap easy to use portable and with fidelity that will surprise you but dont expect it to be a full home recording studio Perfect for what it is,positive
this is a great value i contacted the company for measurements inside the case to see if it would fit an ibanez rg series it fits perfectly thank you great case,positive
These FAB pedals are cheap and mostly mediocre but I bought this on a whim to use with a Fender tube amp and it works well As other reviewers have stated the pedal does not have very good build quality but it seems to hold up okay as long as its not abused I use the echo with both a telecaster and a cigar box guitar for vintage effectsI have found that the delay works well around 50 percent and the mix can be modulated to make a good mix of reverb and delay I dont know if I would gig with this pedal or any othe FAB pedal because of my tendency to step hard on a pedal in live environments but it serves its purpose well and is cheaper than alot of other delay and echo pedals if you just need a basic effect I have seen info about modding the pedal to control the delay and may do this in the futureI have alot of other pedals and I tried this pedal with a jazz bass with some EQ tinkering I found a good mix of echo I originally saw a youtube video of a bass player using a D4 and thought it would be a good idea Again Danelectro makes a higher end echo pedal which probably does a better job with delay but this is a good deal and was 100 dollars cheaper than my Electro Harmonix Memory Boy pedal and sounds cool as a vintage vibe with an old amp Vintage sound without vintage pedal pricing,positive
As cheap as these strings were I am pleasantly surprised with the results achievedI picked up an old cheap electric guitar that needed some work It had been dropped on its headAfter repairing and playing it it still sounded like crap so I had these strings they were cheap and I put them on Only took about 5 minutes to restring and was well worth the effortOkay the guitar and I am too embarrassed to give the brand isnt my Gibson Les Paul or my Fender American Strat but damn it sounds good now If I didnt have so many guitars I might keep this one but I will probably sell it to make room for anotherThese were well worth the few dollars I spent on them Honestly I wont restring my Fender with them Ill use the Fender 250 bullets But these are great for about any electric With guitars crappy strings kill it Great strings can make a bad guitar okay not greatI will continue buying and using these on my lower end guitars but will spend the few extra bucks on my high end guitars Just strung an old cheap guitar and brought to life,positive
Only used it a couple times so far but I like it I like how it glides onto the strings of my acoustic guitar As someone else mentioned its hard to get the cloth back into the clear plastic bag inside the lid though But otherwise I think its great I like how it smells does that make me strange Good stuff,positive
At lt20 this is a great bargain but it is a very basic bag It fits my Les Paul Standard snugly and has back straps for easy carrying These are also easily removed if they bother you This Epiphone gigbag also has a zippered pocket for accessories holds a strap patch cord but not much else and features nice looking graphics More for Les,positive
Okay I used to tune my guitar online However adding a 10 for this item is worth it It is so accurate and works great so far I saw that some people complaint that the tuner comes without a battery but mine come with one Probably it is because I bought it from amazon lt not from some sort of seller in amazon Moreover theres also a warranty for this item For those who want to start playing a guitar like me I strongly recommend to get this tuner You wont regretOwyea The right tool for beginner,positive
These strings are as advertised Nice tone and good quality Cant remember the last time Ive found a bad string from a set of these Actually prefer the medium tension for a 650mm scale guitar Got the high tension ones for a shorter scale instrument so they wouldnt be too sloppy at concert pitch Excellent strings great quality and tone,positive
I purchased this stand for my electric guitar and used it for a couple of weeks before the weak weld broke on the neck holder at the top when I placed my guitar in it Upon close inspection the weld was very poor and barely attached the neck holder to the upright tube The tubing is made from very thin round steel tubing that is maybe 02534 wall so dont expect it to take much abuse before it snaps off even if it is welded better than mine was Just folding the legs repeatedly back and forth will likely cause it to break or pop out one of light duty aluminum rivets on the legs it is literally that thin of metal tubingFor 1011 I did not expect perfection so to its credit it is foam covered where it needs to be and has never scratched my guitarsThis stand does have one other good quality it is CHEAP Since it was less that 11 I cannot see going through the hassle of returning it I was able to carefully weld mine back together but this would probably not be an option for most The stand might work fine if you dont fold it up regularly and if you leave it set up but If you need portability and durability I would definitely purchase a better quality stand Cheaply made and not very durable,negative
This mic stand is a great value This stand is very sturdy and it can to adjust to any length needed I bought a few years back and its still working amazing till this day If youre purchasing a mic soon you will need one of these stands Just make sure that your mic comes with a shock mount because the stand tends to move a little but other than that its a great buy It gets the job done,positive
I needed a cheap good quality mic and this fit the bill Bighter than the SM58 it mimics which is fine for me because my speakers stink I bought 2 and they were both of the same consistent quality There is no onoff switch so expect that youll shut it off at the mixer Amazing for the price,positive
This with my Behringer XM8500 is perfectI like that it is branded with the planet waves logo on the connectors rather than plain XLR cables Which adds a sense of a quality look my gear This goes directly into my Focusrite 2i2 interface and Im planning on using this same cable with a condenser microphone I have yet to purchase Perfect For live Performance with Dynamic microphone,positive
Running 3 to 5 pedals on my board this was a logical choice of power The single transformer running into the board with the multiplug was easy to set up and the small profile of the plugs combined with the thin cables makes for a neat and uncluttered board There is no lin drop of power and the devices are able to draw the current needed to work at their peak Further with the transformer being well away from the board there is zero AC hum Whats not to like here Perfect source of power,positive
Used these while putting together my personal BluesClassic Rock Frankenstrat Replaced everything but the body Needed these accessories to match a brand new Fender pick guard They worked fine at a great price Original Fender,positive
Nice to use and easy and smooth in putting the guitar strings on place on the guitar very easy Smooth,positive
Was looking for a good solution to practice guitar at night while my 1 year slept Before I was plugging in headphones to my amp head but it was getting kind of annoying to set everything up take out electric plug covers get all cords out of the cabinets etc Oh how life changes with a baby This little product is the perfect solutionIt takes two AAA batteries some generic brand are included in the package There are two ON settings regular ON and FX ON Regular on is basically like a standard lead channel Turn down the gain and the cleans are pretty clean Crank up the gain and you get a nice rock crunch Nothing heavy metal but a nice crisp crunch FX ON turns on a little delay effect You can not adjust the delay effect only turn it on or off There are also knobs for volume and tonePlug your headphones into the side and you can also plug in an MP3 player on the top to jam with a backing trackVOX has samples for all of their AMPlugs on their website however they seem to be missing samples for the Joe Satriani version I would say that the JS version is pretty close to the LEAD amplugI have a pair of middlelower range headphones AudioTechnica ATHM30 Professional Studio Monitor Closedback Dynamic Stereo Headphones and the amplug sounds fantasticIn the title I wrote wait for this to go on sale bc of the JS branding this particular amplug retails at a much higher price than the other amplugs However it frequently drops down to the same price level so keep your eyes peeled Personally at the higher MSRP i dont think its worth it but at the same price it is if you are looking for a nice lead tone Very Happy with Purchase wait for this to go on sale,positive
A real money saver a very smart buy It works perfect with my Boss pedals I am very Happy YES YES YES I am glad I bought this,positive
Simply these are great cables They snap right in carry sound well and come with a lifetime warranty The 15 length is just about right and at about one dollar per foot a good value Recommended Great Cables,positive
I had my doubts about the effectiveness of the blend knob but it is very effective indeed This compressor gives just the right amount of softness to the attack It never sounds 34thumpy34 or unnatural but always musical I really think that this is what a guitar compressor is supposed to sound like This is THE compressor in my opinion,positive
Works well with the AXL PG515 This is good quality for the price Snap is large and holds well but is easy enough to unsnap when needed Its rare to need to remove this strap button because it slides out of the way as needed Acoustic Strap Button,positive
I like Fits well Five Stars,positive
got this to run instruments into my comp to use with sony acid and this works well I had problems with the sony acid latency boo and while I downloaded an asio program to cut the latency I dont use it really now but is good to have when and if I use the sony for recording and not just mixing the stereo sound on this is great like true guitar stereo great device,positive
This thing freaking rocks I LOVE this pedal I cant stop using it Sometimes I just play long drawn out chords so I can listen to this amazing tone in combo with distortion on my amp its perfect metal AMAZING,positive
I AM SELF TAUGHT GUITAR FOR ABOUT 15 MONTHS WITHOUT THIS I WOULD BE LOST I WORK WITH A GUY WHO HAS PLAYED GUITAR FOR 30 YEARS HE TUNES IT TO ITSELF WHEN I HAD HIM TRY MY TUNER HE FOUND THAT HIS GUITAR WAS TUNED TO ITSELF YET SO FAR OFF FOR 15 YOU CANT BEAT THIS DONT BE SO CHEAP BUY THIS AND ENJOY IT BUY THIS,positive
This works exactly as intended and is a perfect size for my MS2000 Not really sure what the going price is on other stands but Im very happy with what I paid for it No worries of my synth falling over or anything like that the only issue I had was with putting it together at first The picture in the instructions was kind of hard to figure out because there are different sized bars that were kind of difficult to interpret But it was probably more of my error and even with that it just meant I had to unscrew them and screw in the right ones Solid stand for a great price,positive
Does what it is supposed to do It is pretty good quality and durable too Quick simple and efficient I would definitely buy again Highly recommended Perfect,positive
I bought this as for practice I have a 180 amp but was looking for something a little more portable This is what I came toIt has great distortion the effect is pretty awesome too The lead cuts clean 34mostly34 In general is does tend to get a little noisy though However For the price this is probably one of the best steals ever Like I said I have a 34sortof34 name brand amp that is estimated at around 180 I can safely say that the sound quality of this item is about as good as the amp Until I can afford a REALLY good amp this will be my primary one and really I have no problem with thatProsCheap PriceFair sound qualityNifty Builtin EffectCan plug into AUX letting you play with musicConsCheap ITEM qualityDistortion can get 34messy34Not very versatileMetal ONLYI hope it never breaks AmPlug better than lowbudget amps,positive
This little stand collapses and sets up so easy Holds my guitar perfectly May buy one for my dad next LOVE IT,positive
Works as it should Nice materials and I think it will be durable Simple to attach to your mic stand and adjust as needed It will improve your recordings getting the pops and sssss out of your sound without having to do sound processing as much anyway works great priced right,positive
I actually own an even dozen of these Ive never had any issues with them marring the finish on my acoustic guitars They work great you cant beat the price I think I paid around 495 for most of the ones I purchased Although these are great I will continue to use them as needed eg when playing I just replaced these today with Swing String Wall Hangers I freedup so much of my floor space by moving 12 guitars to the wall that I was actually excited about all the free space Great Inexpensive Functional Stand,positive
Ive had this pedal for a number of years It provides a wide range of reverb effects sounds natural and has a killer stereo output Ive havent heard a pedal that competes with spring reverb but this pedal keeps up with any simulated reverb pedal Ive heard and does an excellent job with amps that lack a spring unit The effects can go way beyond what a spring unit can do as well Recommended Great pedal great price,positive
I enjoy using this strap on some of my guitars Easy to install and remove 5 stars to the seller and the strap itself affordable and well made,positive
Im a beginner Good harps Good solid soundI cant bend at all so no idea if its just meYoutube these theres loads of videos Good sounding inexpensive harps and great case,positive
This amp is a ton of fun The presets sound great by themselves but you can also spend hours tweaking the sounds with the Fender Fuse software It is a fun little amp for both pros and beginners alike Best modeling practice amp for the price,positive
I have been trying to find a good vibrato pedal for a long time I have bought 150 pedals and 100 pedals and I got this one for 25 and it blows all the others out of the water The only down side to this pedal is that you either need to run it off a 9volt or the Behringer power supply I couldnt get it to work properly with my pedalboard power or my PylePro PPDLP02 DC supply The plastic case feels like it may break at anytime but aside from that I love this pedal more than a puppy playing a harp in the middle of a daisy field in Michigan A great Vibrato,positive
if all you want is amplike vibrato and chorus here ya go and its cheap and cool looking bigger footprint than a Boss pedal The Hue control gently affects the tone not bad for the price,neutral
The Boss RC3 Loop Pedal is great for playing guitar in a band or with friends but also a big help practicing It comes with 10 preset rhythm tracks but the real fun is laying down your own chord sequences with your guitar and then being able to play lead guitar over that rhythm loop with just a quick stomp on the pedal It makes practicing etc a lot of fun and meaningful I havent figured out all the possibilities yet and probably never will but it is a cool pedal to have Like all Boss pedals its as sturdy as a little truck Great Guitar Pedal,positive
This is a good quality product as advertised fits well and enhances my efforts to play this instrument I am satisfied perfect fit,positive
Its an ok product for the price but they are weak and with a very small amount of force they will pop off Just Ok Not going to use them,neutral
So based on the reviews from Amazon and a friend who swears by these pickups I decided to put one into my 310 TaylorI am extremely pleased This was my brothers guitar and he had a Mcyntire soundboard transducer installed by his local guitar shop It sounded terrible I tried messing with placement to get it to sound better but it just didnt sound good had tons of feedback and just didnt have a good feelI installed this pickup myself I have installed a few pickups in a few different guitars and this one was pretty painlessI didnt have to drill out the endpin hole so it only took me about 20 minutes to install this bad boyWhen I tested it out I was blown away It sounded beautiful Just like my Taylor only louderThe true test was an actual live performance I brought my Baggs Para Acoustic DI and I was glad I didI was able to adjust the EQ just a tad cut some of the midrange a bit and it sounded even betterI could not believe it It literally gave me chillsIf youre on the fence about this pickup go for it The reviews dont lie this sounds fantastic especially if you can EQ it a bitI did plug in without the PADI just to test it and it still sounded good If I forgot my PADI I would have no qualms about playing this straight into a system It might be labeled as passive but its got the volume of an active system for sureIts a great buy in my opinion Couldnt Be Happier,positive
These on my guitar as a replacement to some old ones and they work well I have had no problems with them Works well,positive
